FOLIO,FECHA,HORA,MINUTO,TIPO,VIOLENCIA,LATITUD,LONGITUD,DISTRITO,CUADRANTE,DIA,MES,ESTACION,AÑO
14190,2018-03-06,99,99,ROBO A NEGOCIO,NO,28.737693,-106.147137,Colón,6,6,3,Invierno,2018
147365,2018-03-06,99,99,ROBO A CASA HABITACION,NO,28.719498,-106.148126,Colón,12,6,3,Invierno,2018
13006,2018-03-06,99,99,ROBO A CASA HABITACION,NO,28.642655,-106.08359,Villa,25,6,3,Invierno,2018
16203X,2018-03-06,99,99,ROBO A CASA HABITACION,NO,28.581697,-106.032545,Morelos,59,6,3,Invierno,2018
147364,2018-03-06,99,99,ROBO A CASA HABITACION,NO,28.673538,-105.967076,Morelos,48,6,3,Invierno,2018
75048R,2018-03-06,99,99,ROBO DE VEHICULO,NO,28.723835,-106.115214,Colón,13,6,3,Invierno,2018
10812,2018-03-06,99,99,ROBO A NEGOCIO,SI,28.640743,-106.054894,Zapata,71,6,3,Invierno,2018
24833,2018-03-07,99,99,ROBO A NEGOCIO,NO,28.739021,-106.138386,Colón,7,7,3,Invierno,2018
24843,2018-03-07,99,99,ROBO A NEGOCIO,SI,28.737978,-106.125083,Colón,8,7,3,Invierno,2018
13592,2018-03-07,99,99,ROBO A CASA HABITACION,NO,28.740198,-106.139013,Colón,7,7,3,Invierno,2018
147370,2018-03-07,99,99,ROBO A CASA HABITACION,NO,28.632624,-106.044971,Zapata,72,7,3,Invierno,2018
15723A,2018-03-07,99,99,ROBO A CASA HABITACION,NO,28.659924,-105.943272,Morelos,48,7,3,Invierno,2018
15711A,2018-03-07,99,99,ROBO A CASA HABITACION,NO,28.650005,-105.986341,Morelos,53,7,3,Invierno,2018
147368,2018-03-07,99,99,ROBO A NEGOCIO,SI,28.602958,-106.0187,Morelos,55,7,3,Invierno,2018
22200,2018-03-07,99,99,ROBO A NEGOCIO,NO,28.672815,-106.098535,Villa,22,7,3,Invierno,2018
26440,2018-03-07,99,99,ROBO A CASA HABITACION,NO,28.581265,-106.104596,Zapata,78,7,3,Invierno,2018
26617,2018-03-07,99,99,ROBO A CASA HABITACION,NO,28.705976,-106.150558,Colón,11,7,3,Invierno,2018
26237,2018-03-07,99,99,ROBO A NEGOCIO,SI,28.616442,-106.031933,Morelos,55,7,3,Invierno,2018
10962,2018-03-08,99,99,ROBO A NEGOCIO,NO,28.569887,-106.153041,Zapata,65,8,3,Invierno,2018
21914,2018-03-08,99,99,ROBO DE VEHICULO,NO,28.657287,-106.092387,Villa,25,8,3,Invierno,2018
9727,2018-03-08,99,99,ROBO A NEGOCIO,NO,28.622724,-106.111802,Diana,33,8,3,Invierno,2018
10287,2018-03-08,99,99,ROBO A NEGOCIO,SI,28.623815,-106.086281,Zapata,69,8,3,Invierno,2018
12667,2018-03-08,99,99,ROBO A CASA HABITACION,NO,28.643017,-106.105887,Diana,33,8,3,Invierno,2018
147371,2018-03-08,99,99,ROBO A NEGOCIO,NO,28.59668,-106.019356,Morelos,60,8,3,Invierno,2018
20803,2018-03-08,99,99,ROBO A CASA HABITACION,NO,28.66254,-106.086772,Villa,25,8,3,Invierno,2018
10282,2018-03-08,99,99,ROBO A CASA HABITACION,NO,28.602951,-106.111553,Zapata,67,8,3,Invierno,2018
147373,2018-03-08,99,99,ROBO A CASA HABITACION,NO,28.591526,-106.036067,Morelos,59,8,3,Invierno,2018
9795,2018-03-08,99,99,ROBO A NEGOCIO,SI,28.68068,-106.115801,Villa,19,8,3,Invierno,2018
19806,2018-03-08,99,99,ROBO A CASA HABITACION,NO,28.758667,-106.131122,Colón,4,8,3,Invierno,2018
19823,2018-03-08,99,99,ROBO A CASA HABITACION,NO,28.774313,-106.1666,Colón,3,8,3,Invierno,2018
5190,2018-03-08,99,99,ROBO A CASA HABITACION,NO,28.683107,-106.137565,Diana,28,8,3,Invierno,2018
147374,2018-03-08,99,99,ROBO A CASA HABITACION,NO,28.713972,-106.14957,Colón,12,8,3,Invierno,2018
147375,2018-03-08,99,99,ROBO A NEGOCIO,SI,28.6539,-106.00897,Morelos,52,8,3,Invierno,2018
180004R,2018-03-08,99,99,ROBO DE VEHICULO,NO,28.658241,-105.960612,Morelos,48,8,3,Invierno,2018
4529,2018-03-08,99,99,ROBO A NEGOCIO,SI,28.675166,-105.987887,Morelos,47,8,3,Invierno,2018
4684,2018-03-08,99,99,ROBO A CASA HABITACION,NO,28.601977,-106.037366,Morelos,55,8,3,Invierno,2018
147379,2018-03-08,99,99,ROBO A NEGOCIO,SI,28.621743,-106.063102,Zapata,70,8,3,Invierno,2018
27539,2018-03-08,99,99,ROBO A CASA HABITACION,NO,28.662924,-106.069125,Villa,26,8,3,Invierno,2018
17023A,2018-03-09,99,99,ROBO A CASA HABITACION,NO,28.633566,-106.045686,Zapata,71,9,3,Invierno,2018
5632,2018-03-09,99,99,ROBO A CASA HABITACION,NO,28.630558,-106.047181,Zapata,72,9,3,Invierno,2018
16205A1,2018-03-09,99,99,ROBO A CASA HABITACION,NO,28.595839,-106.03979,Morelos,59,9,3,Invierno,2018
27826,2018-03-09,99,99,ROBO A CASA HABITACION,NO,28.657493,-106.110316,Villa,21,9,3,Invierno,2018
212217R,2018-03-09,99,99,ROBO A NEGOCIO,NO,28.638149,-106.074868,Ángel,37,9,3,Invierno,2018
29894,2018-03-09,99,99,ROBO A CASA HABITACION,NO,28.685689,-106.116867,Villa,19,9,3,Invierno,2018
29943,2018-03-09,99,99,ROBO A CASA HABITACION,NO,28.670868,-106.078057,Villa,26,9,3,Invierno,2018
25619,2018-03-09,99,99,ROBO A NEGOCIO,SI,28.727907,-106.116179,Colón,13,9,3,Invierno,2018
29924,2018-03-09,99,99,ROBO DE VEHICULO,SI,28.699093,-106.115638,Villa,17,9,3,Invierno,2018
29882,2018-03-09,99,99,ROBO A NEGOCIO,SI,28.665402,-106.083251,Villa,26,9,3,Invierno,2018
19921,2018-03-09,99,99,ROBO A CASA HABITACION,NO,28.713471,-106.136174,Colón,12,9,3,Invierno,2018
147385,2018-03-09,99,99,ROBO A NEGOCIO,NO,28.609167,-106.017635,Morelos,55,9,3,Invierno,2018
129155,2018-03-09,99,99,ROBO A CASA HABITACION,NO,28.726319,-106.127005,Colón,13,9,3,Invierno,2018
16041,2018-03-09,99,99,ROBO A CASA HABITACION,NO,28.661468,-105.944452,Morelos,48,9,3,Invierno,2018
14262,2018-03-10,99,99,ROBO DE VEHICULO,SI,28.598828,-106.064078,Zapata,75,10,3,Invierno,2018
10133,2018-03-10,99,99,ROBO A NEGOCIO,SI,28.696456,-106.087051,Villa,18,10,3,Invierno,2018
18849,2018-03-10,99,99,ROBO A CASA HABITACION,NO,28.66554,-106.067002,Villa,26,10,3,Invierno,2018
20792,2018-03-10,99,99,ROBO A NEGOCIO,SI,28.762298,-106.168966,Colón,3,10,3,Invierno,2018
26615,2018-03-10,99,99,ROBO DE VEHICULO,SI,28.727198,-106.117871,Colón,13,10,3,Invierno,2018
22177,2018-03-10,99,99,ROBO A CASA HABITACION,NO,28.68698,-106.100259,Villa,20,10,3,Invierno,2018
20015,2018-03-10,99,99,ROBO A NEGOCIO,SI,28.591684,-106.076154,Zapata,78,10,3,Invierno,2018
20768,2018-03-10,99,99,ROBO A NEGOCIO,SI,28.74082,-106.121908,Colón,8,10,3,Invierno,2018
24252,2018-03-10,99,99,ROBO A CASA HABITACION,NO,28.667107,-105.979144,Morelos,47,10,3,Invierno,2018
26364,2018-03-10,99,99,ROBO A NEGOCIO,SI,28.595642,-106.012167,Morelos,61,10,3,Invierno,2018
8937,2018-03-10,99,99,ROBO A NEGOCIO,NO,28.670313,-105.978907,Morelos,47,10,3,Invierno,2018
28804,2018-03-10,99,99,ROBO A NEGOCIO,SI,28.684881,-106.096552,Villa,24,10,3,Invierno,2018
28776,2018-03-11,99,99,ROBO A CASA HABITACION,NO,28.74801,-106.121206,Colón,9,11,3,Invierno,2018
5747,2018-03-11,99,99,ROBO A CASA HABITACION,NO,28.609423,-106.086972,Zapata,74,11,3,Invierno,2018
5139,2018-03-11,99,99,ROBO A NEGOCIO,NO,28.682777,-106.095538,Villa,24,11,3,Invierno,2018
10273,2018-03-11,99,99,ROBO A NEGOCIO,SI,28.615886,-106.077864,Zapata,70,11,3,Invierno,2018
27698,2018-03-11,99,99,ROBO A NEGOCIO,SI,28.679892,-106.120439,Villa,19,11,3,Invierno,2018
29060,2018-03-11,99,99,ROBO A NEGOCIO,SI,28.628944,-106.067859,Zapata,70,11,3,Invierno,2018
5228,2018-03-12,99,99,ROBO DE VEHICULO,NO,28.643255,-106.077458,Villa,25,12,3,Invierno,2018
22182,2018-03-12,99,99,ROBO A NEGOCIO,SI,28.645957,-106.126902,Diana,30,12,3,Invierno,2018
26135,2018-03-12,99,99,ROBO A NEGOCIO,SI,28.604348,-105.995682,Morelos,57,12,3,Invierno,2018
14263,2018-03-12,99,99,ROBO A NEGOCIO,NO,28.606438,-106.043004,Zapata,76,12,3,Invierno,2018
26426,2018-03-12,99,99,ROBO A NEGOCIO,SI,28.601303,-106.103384,Zapata,67,12,3,Invierno,2018
26425,2018-03-12,99,99,ROBO A NEGOCIO,SI,28.613962,-106.09828,Zapata,68,12,3,Invierno,2018
9758,2018-03-12,99,99,ROBO A CASA HABITACION,NO,28.676516,-106.109616,Villa,22,12,3,Invierno,2018
12560,2018-03-12,99,99,ROBO A CASA HABITACION,NO,28.650473,-106.09688,Diana,31,12,3,Invierno,2018
JCZS0032,2018-03-12,99,99,ROBO A CASA HABITACION,NO,28.6488,-105.983209,Morelos,53,12,3,Invierno,2018
12365,2018-03-12,99,99,ROBO A NEGOCIO,NO,28.663128,-106.109997,Villa,23,12,3,Invierno,2018
10959,2018-03-12,99,99,ROBO A NEGOCIO,NO,28.603664,-106.079089,Zapata,74,12,3,Invierno,2018
27481,2018-03-12,99,99,ROBO A NEGOCIO,SI,28.671537,-106.097089,Villa,23,12,3,Invierno,2018
15708A,2018-03-13,99,99,ROBO A NEGOCIO,NO,28.612411,-106.026677,Morelos,55,13,3,Invierno,2018
20169,2018-03-13,99,99,ROBO A CASA HABITACION,NO,28.775861,-106.163975,Colón,3,13,3,Invierno,2018
20144,2018-03-13,99,99,ROBO A NEGOCIO,SI,28.726561,-106.119523,Colón,13,13,3,Invierno,2018
20190,2018-03-13,99,99,ROBO A CASA HABITACION,NO,28.779482,-106.162734,Colón,4,13,3,Invierno,2018
135567R,2018-03-13,99,99,ROBO DE VEHICULO,SI,28.621534,-106.051674,Zapata,70,13,3,Invierno,2018
29852,2018-03-13,99,99,ROBO A CASA HABITACION,NO,28.685994,-106.122551,Villa,19,13,3,Invierno,2018
28805,2018-03-13,99,99,ROBO A CASA HABITACION,NO,28.685718,-106.094596,Villa,20,13,3,Invierno,2018
147396,2018-03-13,99,99,ROBO A CASA HABITACION,NO,28.698235,-106.147003,Colón,11,13,3,Invierno,2018
9846,2018-03-13,99,99,ROBO A NEGOCIO,SI,28.678184,-106.116419,Villa,21,13,3,Invierno,2018
5041,2018-03-13,99,99,ROBO A NEGOCIO,SI,28.64439,-106.100162,Diana,31,13,3,Invierno,2018
27358,2018-03-13,99,99,ROBO A NEGOCIO,SI,28.683225,-106.110373,Villa,19,13,3,Invierno,2018
27610,2018-03-14,99,99,ROBO A NEGOCIO,SI,28.67732,-106.124833,Villa,21,14,3,Invierno,2018
20637,2018-03-14,99,99,ROBO A CASA HABITACION,NO,28.743912,-106.126631,Colón,8,14,3,Invierno,2018
15402,2018-03-14,99,99,ROBO A NEGOCIO,NO,28.7246,-106.111158,Colón,13,14,3,Invierno,2018
9073,2018-03-14,99,99,ROBO A NEGOCIO,NO,28.650004,-106.011,Morelos,52,14,3,Invierno,2018
15404,2018-03-14,99,99,ROBO A NEGOCIO,SI,28.724749,-106.124746,Colón,13,14,3,Invierno,2018
16404,2018-03-14,99,99,ROBO A CASA HABITACION,NO,28.633847,-105.992768,Morelos,52,14,3,Invierno,2018
26616,2018-03-14,99,99,ROBO DE VEHICULO,NO,28.72917,-106.112977,Colón,14,14,3,Invierno,2018
26363,2018-03-14,99,99,ROBO A NEGOCIO,SI,28.619942,-106.026198,Morelos,55,14,3,Invierno,2018
7243,2018-03-14,99,99,ROBO A CASA HABITACION,NO,28.65638,-105.95952,Morelos,48,14,3,Invierno,2018
8929,2018-03-14,99,99,ROBO A CASA HABITACION,NO,28.664109,-105.991702,Morelos,47,14,3,Invierno,2018
27802,2018-03-14,99,99,ROBO A CASA HABITACION,SI,28.690297,-106.121778,Villa,16,14,3,Invierno,2018
24967,2018-03-14,99,99,ROBO A CASA HABITACION,NO,28.732998,-106.135617,Colón,7,14,3,Invierno,2018
24524,2018-03-15,99,99,ROBO A CASA HABITACION,NO,28.713783,-106.138788,Colón,12,15,3,Invierno,2018
13631,2018-03-15,99,99,ROBO A NEGOCIO,SI,28.73989,-106.12413,Colón,8,15,3,Invierno,2018
15729,2018-03-15,99,99,ROBO A NEGOCIO,SI,28.602665,-106.004819,Morelos,56,15,3,Invierno,2018
27478,2018-03-15,99,99,ROBO A NEGOCIO,NO,28.672235,-106.097823,Villa,22,15,3,Invierno,2018
28718,2018-03-15,99,99,ROBO A CASA HABITACION,NO,28.733788,-106.102234,Colón,9,15,3,Invierno,2018
0508I,2018-03-15,99,99,ROBO A NEGOCIO,NO,28.711026,-106.132841,Colón,12,15,3,Invierno,2018
22190,2018-03-15,99,99,ROBO A CASA HABITACION,NO,28.693558,-106.14295,Diana,28,15,3,Invierno,2018
15846,2018-03-15,99,99,ROBO A CASA HABITACION,NO,28.663966,-105.980373,Morelos,47,15,3,Invierno,2018
13206,2018-03-15,99,99,ROBO A CASA HABITACION,NO,28.711886,-106.094172,Villa,18,15,3,Invierno,2018
26202,2018-03-15,99,99,ROBO A NEGOCIO,SI,28.60039,-106.002404,Morelos,56,15,3,Invierno,2018
22049,2018-03-15,99,99,ROBO A NEGOCIO,SI,28.677686,-106.088894,Villa,24,15,3,Invierno,2018
28720,2018-03-15,99,99,ROBO A NEGOCIO,SI,28.693884,-106.150292,Colón,11,15,3,Invierno,2018
17025A,2018-03-15,99,99,ROBO A NEGOCIO,SI,28.636898,-106.080094,Ángel,37,15,3,Invierno,2018
0614I,2018-03-15,99,99,ROBO A NEGOCIO,SI,28.66668,-106.091656,Villa,23,15,3,Invierno,2018
18833,2018-03-15,99,99,ROBO DE VEHICULO,NO,28.643314,-106.095936,Diana,31,15,3,Invierno,2018
9076,2018-03-15,99,99,ROBO A CASA HABITACION,NO,28.668124,-105.990615,Morelos,47,15,3,Invierno,2018
16384,2018-03-15,99,99,ROBO A CASA HABITACION,NO,28.65586,-105.961542,Morelos,54,15,3,Invierno,2018
147410,2018-03-15,99,99,ROBO A CASA HABITACION,NO,28.668172,-105.986573,Morelos,47,15,3,Invierno,2018
19301,2018-03-16,99,99,ROBO A CASA HABITACION,NO,28.694504,-106.09957,Villa,20,16,3,Invierno,2018
27384,2018-03-16,99,99,ROBO A CASA HABITACION,NO,28.627302,-106.10158,Diana,33,16,3,Invierno,2018
12492,2018-03-16,99,99,ROBO A CASA HABITACION,NO,28.649405,-106.134429,Diana,29,16,3,Invierno,2018
19908,2018-03-16,99,99,ROBO A CASA HABITACION,NO,28.711511,-106.088067,Villa,18,16,3,Invierno,2018
19956A,2018-03-16,99,99,ROBO A CASA HABITACION,NO,28.694167,-106.147767,Diana,28,16,3,Invierno,2018
21660,2018-03-16,99,99,ROBO A CASA HABITACION,NO,28.64932,-106.121843,Diana,31,16,3,Invierno,2018
27414,2018-03-16,99,99,ROBO A CASA HABITACION,NO,28.695549,-106.085373,Villa,18,16,3,Invierno,2018
13791,2018-03-16,99,99,ROBO A CASA HABITACION,NO,28.71829,-106.148041,Colón,12,16,3,Invierno,2018
147416,2018-03-16,99,99,ROBO A CASA HABITACION,NO,28.742689,-106.132578,Colón,8,16,3,Invierno,2018
16040,2018-03-16,99,99,ROBO A CASA HABITACION,NO,28.650005,-105.986321,Morelos,53,16,3,Invierno,2018
28022,2018-03-16,99,99,ROBO A NEGOCIO,SI,28.644383,-106.072855,Ángel,36,16,3,Invierno,2018
147425,2018-03-16,99,99,ROBO A NEGOCIO,NO,28.647295,-106.10585,Diana,31,16,3,Invierno,2018
28733,2018-03-16,99,99,ROBO A CASA HABITACION,NO,28.700085,-106.141669,Colón,11,16,3,Invierno,2018
13932,2018-03-16,99,99,ROBO A CASA HABITACION,NO,28.746308,-106.127271,Colón,8,16,3,Invierno,2018
12681,2018-03-16,99,99,ROBO A CASA HABITACION,NO,28.678299,-106.123155,Villa,19,16,3,Invierno,2018
15779,2018-03-17,99,99,ROBO DE VEHICULO,NO,28.723354,-105.995251,Morelos,43,17,3,Invierno,2018
5748,2018-03-17,99,99,ROBO A CASA HABITACION,NO,28.623181,-106.037042,Zapata,77,17,3,Invierno,2018
12870,2018-03-17,99,99,ROBO A CASA HABITACION,NO,28.684746,-106.107574,Villa,20,17,3,Invierno,2018
12604,2018-03-17,99,99,ROBO A NEGOCIO,SI,28.692271,-106.114368,Villa,20,17,3,Invierno,2018
13002,2018-03-17,99,99,ROBO A CASA HABITACION,NO,28.64237,-106.09435,Diana,31,17,3,Invierno,2018
16101,2018-03-17,99,99,ROBO A CASA HABITACION,NO,28.604922,-106.02998,Morelos,55,17,3,Invierno,2018
29871,2018-03-17,99,99,ROBO A CASA HABITACION,SI,28.661781,-106.071078,Villa,26,17,3,Invierno,2018
12331,2018-03-17,99,99,ROBO A CASA HABITACION,NO,28.714009,-106.098361,Villa,18,17,3,Invierno,2018
20282,2018-03-17,99,99,ROBO A NEGOCIO,SI,28.754974,-106.129249,Colón,4,17,3,Invierno,2018
147421,2018-03-17,99,99,ROBO A NEGOCIO,SI,28.777388,-106.164873,Colón,3,17,3,Invierno,2018
16044,2018-03-17,99,99,ROBO A NEGOCIO,SI,28.670014,-105.943352,Morelos,48,17,3,Invierno,2018
147434,2018-03-17,99,99,ROBO A CASA HABITACION,NO,28.691397,-106.038215,Morelos,45,17,3,Invierno,2018
27356,2018-03-17,99,99,ROBO A NEGOCIO,SI,28.695925,-106.130917,Diana,28,17,3,Invierno,2018
27441,2018-03-18,99,99,ROBO A NEGOCIO,NO,28.64329,-106.084395,Villa,25,18,3,Invierno,2018
15992,2018-03-18,99,99,ROBO A CASA HABITACION,NO,28.670814,-105.989391,Morelos,47,18,3,Invierno,2018
9097,2018-03-18,99,99,ROBO A CASA HABITACION,NO,28.644301,-105.990043,Morelos,53,18,3,Invierno,2018
9074,2018-03-18,99,99,ROBO A CASA HABITACION,NO,28.608999,-106.004992,Morelos,56,18,3,Invierno,2018
147420,2018-03-18,99,99,ROBO A NEGOCIO,NO,28.620979,-106.031047,Zapata,77,18,3,Invierno,2018
27658,2018-03-18,99,99,ROBO A CASA HABITACION,NO,28.672054,-106.098987,Villa,22,18,3,Invierno,2018
6704,2018-03-18,99,99,ROBO A CASA HABITACION,NO,28.637468,-106.055782,Zapata,71,18,3,Invierno,2018
19843,2018-03-18,99,99,ROBO A NEGOCIO,NO,28.73939,-106.118032,Colón,8,18,3,Invierno,2018
12608,2018-03-18,99,99,ROBO A NEGOCIO,SI,28.673407,-106.10242,Villa,22,18,3,Invierno,2018
8919,2018-03-18,99,99,ROBO A NEGOCIO,NO,28.606932,-106.011099,Morelos,56,18,3,Invierno,2018
16853,2018-03-18,99,99,ROBO A NEGOCIO,SI,28.619476,-106.057443,Zapata,70,18,3,Invierno,2018
20184,2018-03-19,99,99,ROBO A CASA HABITACION,NO,28.71976,-106.099302,Colón,15,19,3,Invierno,2018
10292,2018-03-19,99,99,ROBO A CASA HABITACION,NO,28.593989,-106.101508,Zapata,73,19,3,Invierno,2018
12184,2018-03-19,99,99,ROBO A CASA HABITACION,NO,28.593971,-106.101498,Zapata,73,19,3,Invierno,2018
19706,2018-03-19,99,99,ROBO A CASA HABITACION,NO,28.67179,-106.112483,Villa,22,19,3,Invierno,2018
12619,2018-03-19,99,99,ROBO A NEGOCIO,SI,28.681846,-106.10347,Villa,24,19,3,Invierno,2018
147428,2018-03-19,99,99,ROBO A CASA HABITACION,NO,28.604948,-106.044309,Zapata,76,19,3,Invierno,2018
28712,2018-03-19,99,99,ROBO A NEGOCIO,SI,28.692763,-106.149492,Colón,11,19,3,Invierno,2018
27624,2018-03-19,99,99,ROBO DE VEHICULO,SI,28.704384,-106.12632,Villa,16,19,3,Invierno,2018
9078,2018-03-19,99,99,ROBO A CASA HABITACION,NO,28.58919,-106.025194,Morelos,60,19,3,Invierno,2018
27353,2018-03-20,99,99,ROBO A CASA HABITACION,NO,28.697881,-106.093811,Villa,18,20,3,Invierno,2018
147432,2018-03-20,99,99,ROBO A NEGOCIO,NO,28.609812,-106.004908,Morelos,57,20,3,Invierno,2018
10187,2018-03-20,99,99,ROBO A NEGOCIO,SI,28.64402,-106.112251,Diana,33,20,3,Invierno,2018
10857A,2018-03-20,99,99,ROBO A CASA HABITACION,NO,28.603794,-106.031094,Morelos,55,20,3,Invierno,2018
18834,2018-03-20,99,99,ROBO A CASA HABITACION,NO,28.658658,-106.096944,Villa,25,20,3,Invierno,2018
27385,2018-03-20,99,99,ROBO A NEGOCIO,SI,28.629575,-106.098422,Villa,27,20,3,Invierno,2018
27381,2018-03-20,99,99,ROBO A CASA HABITACION,NO,28.679269,-106.104057,Villa,24,20,3,Invierno,2018
20010A,2018-03-20,99,99,ROBO A CASA HABITACION,NO,28.742185,-106.148527,Colón,7,20,3,Invierno,2018
30055,2018-03-20,99,99,ROBO A NEGOCIO,NO,28.641368,-106.071852,Ángel,39,20,3,Invierno,2018
15742,2018-03-20,99,99,ROBO A NEGOCIO,SI,28.604299,-106.033553,Morelos,55,20,3,Invierno,2018
24809,2018-03-20,99,99,ROBO A NEGOCIO,SI,28.736487,-106.097756,Colón,9,20,3,Invierno,2018
28714A,2018-03-20,99,99,ROBO A NEGOCIO,SI,28.715766,-106.149784,Colón,12,20,3,Invierno,2018
12330,2018-03-21,99,99,ROBO A CASA HABITACION,NO,28.670713,-106.133563,Diana,28,21,3,Primavera,2018
28773,2018-03-21,99,99,ROBO A NEGOCIO,NO,28.725379,-106.110736,Colón,14,21,3,Primavera,2018
27811,2018-03-21,99,99,ROBO A NEGOCIO,NO,28.704757,-106.097374,Villa,18,21,3,Primavera,2018
17340,2018-03-21,99,99,ROBO A NEGOCIO,NO,28.703538,-106.127068,Villa,16,21,3,Primavera,2018
8948,2018-03-21,99,99,ROBO A NEGOCIO,SI,28.646478,-106.034519,Morelos,51,21,3,Primavera,2018
29874,2018-03-21,99,99,ROBO A NEGOCIO,SI,28.683182,-106.082247,Villa,24,21,3,Primavera,2018
1591,2018-03-21,99,99,ROBO A CASA HABITACION,NO,28.684638,-106.115188,Villa,19,21,3,Primavera,2018
28771,2018-03-21,99,99,ROBO A NEGOCIO,SI,28.725783,-106.125239,Colón,13,21,3,Primavera,2018
20272,2018-03-21,99,99,ROBO A CASA HABITACION,NO,28.743987,-106.122023,Colón,8,21,3,Primavera,2018
18832,2018-03-21,99,99,ROBO A NEGOCIO,SI,28.654277,-106.077182,Villa,25,21,3,Primavera,2018
147435,2018-03-22,99,99,ROBO A NEGOCIO,NO,28.635779,-106.045483,Zapata,71,22,3,Primavera,2018
20625,2018-03-22,99,99,ROBO A CASA HABITACION,NO,28.744319,-106.137316,Colón,7,22,3,Primavera,2018
16417,2018-03-22,99,99,ROBO A CASA HABITACION,NO,28.594807,-106.02714,Morelos,60,22,3,Primavera,2018
147438,2018-03-22,99,99,ROBO A CASA HABITACION,NO,28.686174,-106.035451,Morelos,45,22,3,Primavera,2018
29312,2018-03-22,99,99,ROBO A CASA HABITACION,NO,28.635802,-106.063489,Zapata,71,22,3,Primavera,2018
13351A,2018-03-22,99,99,ROBO A NEGOCIO,NO,28.62062,-106.028394,Zapata,77,22,3,Primavera,2018
15431,2018-03-22,99,99,ROBO A NEGOCIO,SI,28.69279,-106.149421,Colón,11,22,3,Primavera,2018
16533,2018-03-22,99,99,ROBO A NEGOCIO,NO,28.669153,-105.983174,Morelos,47,22,3,Primavera,2018
15819,2018-03-22,99,99,ROBO A CASA HABITACION,NO,28.664052,-105.942838,Morelos,48,22,3,Primavera,2018
8901,2018-03-22,99,99,ROBO A CASA HABITACION,NO,28.710034,-106.044132,Morelos,42,22,3,Primavera,2018
27652,2018-03-22,99,99,ROBO A NEGOCIO,SI,28.657583,-106.104925,Villa,23,22,3,Primavera,2018
20202,2018-03-22,99,99,ROBO A CASA HABITACION,NO,28.793532,-106.172419,Colón,1,22,3,Primavera,2018
8918,2018-03-22,99,99,ROBO A NEGOCIO,SI,28.594523,-105.965032,Morelos,64,22,3,Primavera,2018
8874,2018-03-22,99,99,ROBO A CASA HABITACION,NO,28.584769,-106.032094,Morelos,59,22,3,Primavera,2018
12452,2018-03-23,99,99,ROBO DE VEHICULO,SI,28.687704,-106.117728,Villa,19,23,3,Primavera,2018
15782,2018-03-23,99,99,ROBO A NEGOCIO,NO,28.620117,-106.028174,Morelos,55,23,3,Primavera,2018
6530,2018-03-23,99,99,ROBO A CASA HABITACION,NO,28.652565,-106.097035,Diana,31,23,3,Primavera,2018
16923,2018-03-23,99,99,ROBO A CASA HABITACION,NO,28.594708,-106.102978,Zapata,73,23,3,Primavera,2018
10952,2018-03-23,99,99,ROBO A NEGOCIO,SI,28.596052,-106.107563,Zapata,67,23,3,Primavera,2018
27477,2018-03-23,99,99,ROBO A CASA HABITACION,NO,28.662262,-106.088785,Villa,25,23,3,Primavera,2018
JCZS0037,2018-03-23,99,99,ROBO A CASA HABITACION,NO,28.6859,-106.13386,Villa,16,23,3,Primavera,2018
24922,2018-03-23,99,99,ROBO A CASA HABITACION,NO,28.73247,-106.12103,Colón,8,23,3,Primavera,2018
15756,2018-03-23,99,99,ROBO A CASA HABITACION,NO,28.643604,-106.043187,Morelos,49,23,3,Primavera,2018
23646,2018-03-23,99,99,ROBO A NEGOCIO,NO,28.638587,-106.077615,Ángel,37,23,3,Primavera,2018
27531,2018-03-23,99,99,ROBO A NEGOCIO,SI,28.692528,-106.114964,Villa,16,23,3,Primavera,2018
25789,2018-03-23,99,99,ROBO A CASA HABITACION,NO,28.5954,-106.069586,Zapata,75,23,3,Primavera,2018
17031,2018-03-23,99,99,ROBO A CASA HABITACION,NO,28.588488,-106.094262,Zapata,78,23,3,Primavera,2018
22174,2018-03-23,99,99,ROBO A CASA HABITACION,NO,28.690772,-106.120002,Villa,16,23,3,Primavera,2018
0616I,2018-03-24,99,99,ROBO A NEGOCIO,NO,28.690363,-106.11269,Villa,20,24,3,Primavera,2018
18814,2018-03-24,99,99,ROBO A NEGOCIO,SI,28.684386,-106.098543,Villa,20,24,3,Primavera,2018
147447,2018-03-24,99,99,ROBO A NEGOCIO,NO,28.599777,-106.088938,Zapata,73,24,3,Primavera,2018
12620,2018-03-24,99,99,ROBO A CASA HABITACION,NO,28.701847,-106.109996,Villa,17,24,3,Primavera,2018
20025,2018-03-24,99,99,ROBO A CASA HABITACION,NO,28.745363,-106.164169,Colón,6,24,3,Primavera,2018
20011,2018-03-24,99,99,ROBO A CASA HABITACION,SI,28.729112,-106.14477,Colón,6,24,3,Primavera,2018
9763,2018-03-24,99,99,ROBO A NEGOCIO,SI,28.652405,-106.081061,Villa,25,24,3,Primavera,2018
147449,2018-03-24,99,99,ROBO A NEGOCIO,SI,28.580971,-106.035452,Morelos,59,24,3,Primavera,2018
JCZS0039,2018-03-24,99,99,ROBO A NEGOCIO,SI,28.658232,-106.011365,Morelos,46,24,3,Primavera,2018
15684,2018-03-24,99,99,ROBO DE VEHICULO,SI,28.636591,-105.985285,Morelos,53,24,3,Primavera,2018
