FOLIO,FECHA,HORA,MINUTO,TIPO,VIOLENCIA,LATITUD,LONGITUD,DISTRITO,CUADRANTE,DIA,MES,ESTACION,AÑO
32042SP,2015-01-20,99,99,ROBO A CASA HABITACION,NO,28.622166,-106.053982,Zapata,70,20,1,Invierno,2015
149178C,2015-01-20,99,99,ROBO A NEGOCIO,SI,28.602831,-106.027218,Morelos,55,20,1,Invierno,2015
191111C,2015-01-20,99,99,ROBO A CASA HABITACION,NO,28.668196,-105.950407,Morelos,48,20,1,Invierno,2015
202390C,2015-01-21,99,99,ROBO A CASA HABITACION,NO,28.675396,-106.123881,Villa,21,21,1,Invierno,2015
76243,2015-01-21,99,99,ROBO A CASA HABITACION,NO,28.643454,-106.098679,Diana,31,21,1,Invierno,2015
76855,2015-01-21,99,99,ROBO A CASA HABITACION,NO,28.702619,-106.153684,Colón,11,21,1,Invierno,2015
80152,2015-01-21,99,99,ROBO A CASA HABITACION,NO,28.663028,-106.104542,Villa,23,21,1,Invierno,2015
75555,2015-01-21,99,99,ROBO A CASA HABITACION,NO,28.608989,-106.000277,Morelos,57,21,1,Invierno,2015
202391C,2015-01-21,99,99,ROBO A CASA HABITACION,NO,28.663095,-106.104062,Villa,23,21,1,Invierno,2015
46443SP,2015-01-21,99,99,ROBO A CASA HABITACION,NO,28.733623,-106.120141,Colón,8,21,1,Invierno,2015
42610SP,2015-01-21,99,99,ROBO A CASA HABITACION,NO,28.588408,-106.033173,Morelos,59,21,1,Invierno,2015
42820SP,2015-01-21,99,99,ROBO A NEGOCIO,NO,28.620531,-106.028321,Morelos,55,21,1,Invierno,2015
41163A,2015-01-21,99,99,ROBO A CASA HABITACION,NO,28.650824,-105.960247,Morelos,54,21,1,Invierno,2015
62050A,2015-01-21,99,99,ROBO A NEGOCIO,SI,28.674,-105.986965,Morelos,47,21,1,Invierno,2015
77907,2015-01-21,99,99,ROBO A NEGOCIO,SI,28.642542,-106.103151,Diana,31,21,1,Invierno,2015
63226,2015-01-21,99,99,ROBO A NEGOCIO,SI,28.591515,-106.010102,Morelos,61,21,1,Invierno,2015
67036,2015-01-21,99,99,ROBO A CASA HABITACION,NO,28.737573,-106.142077,Colón,7,21,1,Invierno,2015
80675,2015-01-22,99,99,ROBO A CASA HABITACION,NO,28.675006,-106.125217,Villa,21,22,1,Invierno,2015
79451,2015-01-22,99,99,ROBO A NEGOCIO,NO,28.722879,-106.123928,Colón,13,22,1,Invierno,2015
76578,2015-01-22,99,99,ROBO A NEGOCIO,NO,28.632189,-106.120863,Diana,31,22,1,Invierno,2015
233008C,2015-01-22,99,99,ROBO A NEGOCIO,NO,28.643944,-106.070191,Ángel,36,22,1,Invierno,2015
81952,2015-01-22,99,99,ROBO A NEGOCIO,NO,28.695355,-106.125619,Villa,16,22,1,Invierno,2015
56104,2015-01-22,99,99,ROBO A NEGOCIO,NO,28.72875,-106.128782,Colón,13,22,1,Invierno,2015
75277,2015-01-22,99,99,ROBO A NEGOCIO,NO,28.637398,-106.079587,Ángel,37,22,1,Invierno,2015
52675,2015-01-22,99,99,ROBO A CASA HABITACION,NO,28.60843,-106.099337,Zapata,68,22,1,Invierno,2015
76406X,2015-01-22,99,99,ROBO A CASA HABITACION,NO,28.654525,-105.961499,Morelos,54,22,1,Invierno,2015
164206C,2015-01-22,99,99,ROBO A NEGOCIO,SI,28.777387,-106.172269,Colón,3,22,1,Invierno,2015
71959,2015-01-22,99,99,ROBO DE VEHICULO,NO,28.621408,-106.051621,Zapata,70,22,1,Invierno,2015
32206SP,2015-01-22,99,99,ROBO A NEGOCIO,SI,28.609575,-106.066641,Zapata,75,22,1,Invierno,2015
79901X,2015-01-22,99,99,ROBO A NEGOCIO,SI,28.776936,-106.167039,Colón,3,22,1,Invierno,2015
61742,2015-01-22,99,99,ROBO A NEGOCIO,SI,28.593936,-106.067526,Zapata,75,22,1,Invierno,2015
32205SP,2015-01-23,99,99,ROBO A NEGOCIO,NO,28.630203,-106.08427,Villa,27,23,1,Invierno,2015
149185C,2015-01-23,99,99,ROBO A NEGOCIO,SI,28.602568,-106.036778,Morelos,55,23,1,Invierno,2015
68589,2015-01-23,99,99,ROBO A CASA HABITACION,NO,28.679106,-106.086299,Villa,24,23,1,Invierno,2015
79151,2015-01-23,99,99,ROBO A CASA HABITACION,NO,28.753582,-106.15194,Colón,4,23,1,Invierno,2015
19758SP,2015-01-23,99,99,ROBO A CASA HABITACION,NO,28.654559,-106.091581,Villa,25,23,1,Invierno,2015
18116SP,2015-01-23,99,99,ROBO A CASA HABITACION,NO,28.606113,-106.078787,Zapata,74,23,1,Invierno,2015
156617SO,2015-01-23,99,99,ROBO DE VEHICULO,NO,28.621606,-106.030572,Zapata,77,23,1,Invierno,2015
74179,2015-01-23,99,99,ROBO A NEGOCIO,SI,28.74635,-106.142633,Colón,7,23,1,Invierno,2015
150638C,2015-01-23,99,99,ROBO A CASA HABITACION,NO,28.72816,-106.124885,Colón,13,23,1,Invierno,2015
78101XX,2015-01-24,99,99,ROBO A NEGOCIO,SI,28.744772,-106.139298,Colón,7,24,1,Invierno,2015
145497C,2015-01-24,99,99,ROBO A CASA HABITACION,NO,28.612735,-106.07461,Zapata,74,24,1,Invierno,2015
73852X1,2015-01-24,99,99,ROBO A CASA HABITACION,NO,28.741897,-106.125831,Colón,8,24,1,Invierno,2015
65642X,2015-01-24,99,99,ROBO A NEGOCIO,NO,28.621508,-106.05153,Zapata,70,24,1,Invierno,2015
63533X,2015-01-24,99,99,ROBO A NEGOCIO,SI,28.73368,-106.1457,Colón,6,24,1,Invierno,2015
143762CX,2015-01-24,99,99,ROBO A NEGOCIO,SI,28.607695,-106.095341,Zapata,74,24,1,Invierno,2015
69909X,2015-01-24,99,99,ROBO DE VEHICULO,SI,28.621865,-106.110831,Diana,33,24,1,Invierno,2015
72869,2015-01-25,99,99,ROBO A CASA HABITACION,NO,28.700513,-106.129441,Villa,16,25,1,Invierno,2015
21215SP,2015-01-25,99,99,ROBO A NEGOCIO,NO,28.668813,-106.104582,Villa,23,25,1,Invierno,2015
53640X,2015-01-25,99,99,ROBO DE VEHICULO,NO,28.597124,-106.040539,Morelos,59,25,1,Invierno,2015
50961SP,2015-01-25,99,99,ROBO A NEGOCIO,NO,28.644046,-106.006216,Morelos,52,25,1,Invierno,2015
61263X,2015-01-25,99,99,ROBO A CASA HABITACION,NO,28.712135,-106.092414,Villa,18,25,1,Invierno,2015
80102,2015-01-25,99,99,ROBO A CASA HABITACION,NO,28.671796,-106.086162,Villa,24,25,1,Invierno,2015
60522XX,2015-01-25,99,99,ROBO A NEGOCIO,NO,28.6181,-106.022682,Morelos,55,25,1,Invierno,2015
37093SP,2015-01-25,99,99,ROBO A NEGOCIO,SI,28.605535,-106.079936,Zapata,74,25,1,Invierno,2015
63626X1,2015-01-25,99,99,ROBO A NEGOCIO,SI,28.776909,-106.16706,Colón,3,25,1,Invierno,2015
54610,2015-01-26,99,99,ROBO A CASA HABITACION,NO,28.743811,-106.130102,Colón,8,26,1,Invierno,2015
70406X,2015-01-26,99,99,ROBO A CASA HABITACION,NO,28.640308,-106.11477,Diana,31,26,1,Invierno,2015
011840SP,2015-01-26,99,99,ROBO A NEGOCIO,SI,28.622882,-106.073168,Zapata,70,26,1,Invierno,2015
73128,2015-01-26,99,99,ROBO A CASA HABITACION,NO,28.679093,-106.104536,Villa,24,26,1,Invierno,2015
007313D,2015-01-26,99,99,ROBO A NEGOCIO,NO,28.669028,-106.000273,Morelos,47,26,1,Invierno,2015
013531D,2015-01-26,99,99,ROBO A CASA HABITACION,NO,28.694097,-106.106362,Villa,20,26,1,Invierno,2015
54670,2015-01-26,99,99,ROBO A CASA HABITACION,NO,28.781659,-106.171897,Colón,3,26,1,Invierno,2015
52788,2015-01-26,99,99,ROBO A NEGOCIO,SI,28.588856,-106.018063,Morelos,61,26,1,Invierno,2015
59161,2015-01-26,99,99,ROBO A CASA HABITACION,NO,28.738383,-106.108733,Colón,9,26,1,Invierno,2015
176438C,2015-01-26,99,99,ROBO A CASA HABITACION,NO,28.665547,-105.942043,Morelos,48,26,1,Invierno,2015
79032,2015-01-26,99,99,ROBO A NEGOCIO,NO,28.660732,-106.096066,Villa,25,26,1,Invierno,2015
79070,2015-01-26,99,99,ROBO DE VEHICULO,SI,28.685101,-106.114834,Villa,19,26,1,Invierno,2015
015651D,2015-01-26,99,99,ROBO A NEGOCIO,SI,28.731122,-106.136518,Colón,7,26,1,Invierno,2015
74102X,2015-01-26,99,99,ROBO A NEGOCIO,SI,28.576616,-106.034898,Morelos,59,26,1,Invierno,2015
81927,2015-01-26,99,99,ROBO A NEGOCIO,SI,28.680936,-106.098855,Villa,24,26,1,Invierno,2015
63242,2015-01-27,99,99,ROBO DE VEHICULO,SI,28.763376,-106.169541,Colón,3,27,1,Invierno,2015
80227,2015-01-27,99,99,ROBO A NEGOCIO,SI,28.678882,-106.109477,Villa,22,27,1,Invierno,2015
005991D,2015-01-27,99,99,ROBO A CASA HABITACION,NO,28.606813,-106.082711,Zapata,74,27,1,Invierno,2015
16975,2015-01-27,99,99,ROBO A CASA HABITACION,NO,28.601298,-106.070157,Zapata,75,27,1,Invierno,2015
78652X,2015-01-27,99,99,ROBO A CASA HABITACION,NO,28.642797,-106.131401,Diana,30,27,1,Invierno,2015
014926SP,2015-01-27,99,99,ROBO A NEGOCIO,SI,28.652378,-106.08102,Villa,25,27,1,Invierno,2015
79502XX,2015-01-27,99,99,ROBO A CASA HABITACION,NO,28.666989,-106.098095,Villa,23,27,1,Invierno,2015
18652SP,2015-01-27,99,99,ROBO A NEGOCIO,SI,28.713481,-106.147814,Colón,12,27,1,Invierno,2015
54115,2015-01-27,99,99,ROBO A CASA HABITACION,NO,28.615781,-106.090985,Zapata,68,27,1,Invierno,2015
16976,2015-01-27,99,99,ROBO A NEGOCIO,SI,28.629483,-106.054382,Zapata,71,27,1,Invierno,2015
82923,2015-01-27,99,99,ROBO A NEGOCIO,SI,28.572172,-106.136799,Zapata,65,27,1,Invierno,2015
67670,2015-01-27,99,99,ROBO A NEGOCIO,SI,28.72434,-106.144513,Colón,13,27,1,Invierno,2015
233009C,2015-01-27,99,99,ROBO A NEGOCIO,SI,28.642914,-106.062323,Ángel,40,27,1,Invierno,2015
81976,2015-01-28,99,99,ROBO A NEGOCIO,NO,28.683052,-106.110504,Villa,19,28,1,Invierno,2015
30270SP,2015-01-28,99,99,ROBO A NEGOCIO,NO,28.582282,-106.034023,Morelos,59,28,1,Invierno,2015
37171SP,2015-01-28,99,99,ROBO A CASA HABITACION,NO,28.60194,-106.066584,Zapata,75,28,1,Invierno,2015
53487,2015-01-28,99,99,ROBO A NEGOCIO,NO,28.692777,-106.104383,Villa,20,28,1,Invierno,2015
75252,2015-01-28,99,99,ROBO A NEGOCIO,NO,28.637398,-106.079577,Ángel,37,28,1,Invierno,2015
76709,2015-01-28,99,99,ROBO A CASA HABITACION,NO,28.693887,-106.079849,Villa,18,28,1,Invierno,2015
55188X,2015-01-28,99,99,ROBO A NEGOCIO,SI,28.737765,-106.147168,Colón,6,28,1,Invierno,2015
476270SO,2015-01-28,99,99,ROBO DE VEHICULO,SI,28.636305,-106.102103,Diana,33,28,1,Invierno,2015
62215,2015-01-28,99,99,ROBO A CASA HABITACION,NO,28.628088,-106.080188,Zapata,69,28,1,Invierno,2015
55189X,2015-01-28,99,99,ROBO A NEGOCIO,SI,28.720052,-106.147804,Colón,12,28,1,Invierno,2015
79256,2015-01-28,99,99,ROBO A NEGOCIO,SI,28.649004,-106.068288,Ángel,36,28,1,Invierno,2015
79776,2015-01-28,99,99,ROBO A NEGOCIO,SI,28.712438,-106.093994,Villa,18,28,1,Invierno,2015
79103,2015-01-28,99,99,ROBO DE VEHICULO,SI,28.712334,-106.137185,Colón,12,28,1,Invierno,2015
75917,2015-01-29,99,99,ROBO A CASA HABITACION,NO,28.66017,-105.944267,Morelos,48,29,1,Invierno,2015
81928,2015-01-29,99,99,ROBO A NEGOCIO,NO,28.692786,-106.104383,Villa,20,29,1,Invierno,2015
175658C,2015-01-29,99,99,ROBO A NEGOCIO,NO,28.632072,-106.120882,Diana,33,29,1,Invierno,2015
32008SP,2015-01-29,99,99,ROBO A NEGOCIO,NO,28.617942,-106.079173,Zapata,69,29,1,Invierno,2015
59060,2015-01-29,99,99,ROBO A NEGOCIO,NO,28.733472,-106.113279,Colón,9,29,1,Invierno,2015
78307,2015-01-29,99,99,ROBO A CASA HABITACION,NO,28.723399,-106.155305,Colón,12,29,1,Invierno,2015
50347SP,2015-01-29,99,99,ROBO A CASA HABITACION,NO,28.643358,-106.119252,Diana,31,29,1,Invierno,2015
31793SP,2015-01-29,99,99,ROBO A NEGOCIO,SI,28.592969,-106.082538,Zapata,78,29,1,Invierno,2015
010663SP,2015-01-29,99,99,ROBO DE VEHICULO,SI,28.659652,-106.102419,Villa,23,29,1,Invierno,2015
55265,2015-01-29,99,99,ROBO DE VEHICULO,SI,28.656707,-106.117031,Villa,21,29,1,Invierno,2015
53759,2015-01-30,99,99,ROBO A NEGOCIO,NO,28.636136,-106.081661,Ángel,37,30,1,Invierno,2015
154818C,2015-01-30,99,99,ROBO A NEGOCIO,NO,28.601566,-106.103203,Zapata,67,30,1,Invierno,2015
52465,2015-01-30,99,99,ROBO A NEGOCIO,NO,28.615087,-106.0624,Zapata,75,30,1,Invierno,2015
45644SP,2015-01-30,99,99,ROBO A CASA HABITACION,NO,28.698219,-106.143563,Colón,11,30,1,Invierno,2015
78777A,2015-01-30,99,99,ROBO A CASA HABITACION,NO,28.635633,-106.070024,Ángel,41,30,1,Invierno,2015
177796C,2015-01-30,99,99,ROBO A NEGOCIO,SI,28.661356,-106.11798,Villa,21,30,1,Invierno,2015
013532D,2015-01-30,99,99,ROBO A CASA HABITACION,NO,28.712145,-106.091216,Villa,18,30,1,Invierno,2015
26648SP,2015-01-30,99,99,ROBO A NEGOCIO,NO,28.661872,-106.100211,Villa,23,30,1,Invierno,2015
006733D,2015-01-30,99,99,ROBO A NEGOCIO,SI,28.589838,-106.039629,Morelos,59,30,1,Invierno,2015
67671,2015-01-30,99,99,ROBO A NEGOCIO,SI,28.724126,-106.125917,Colón,13,30,1,Invierno,2015
74006,2015-01-30,99,99,ROBO A NEGOCIO,SI,28.704671,-106.090105,Villa,18,30,1,Invierno,2015
61746,2015-01-30,99,99,ROBO A NEGOCIO,NO,28.599291,-106.10546,Zapata,67,30,1,Invierno,2015
38057SP,2015-01-31,99,99,ROBO A CASA HABITACION,NO,28.661712,-105.944414,Morelos,48,31,1,Invierno,2015
24536SP,2015-01-31,99,99,ROBO A NEGOCIO,NO,28.619457,-106.090655,Zapata,68,31,1,Invierno,2015
78365X,2015-01-31,99,99,ROBO A NEGOCIO,SI,28.732637,-106.137702,Colón,7,31,1,Invierno,2015
78655,2015-01-31,99,99,ROBO A NEGOCIO,SI,28.747288,-106.140657,Colón,7,31,1,Invierno,2015
232858SO,2015-01-31,99,99,ROBO DE VEHICULO,NO,28.64271,-106.078936,Villa,25,31,1,Invierno,2015
74182,2015-02-01,99,99,ROBO A NEGOCIO,SI,28.648846,-106.088207,Villa,25,1,2,Invierno,2015
81101,2015-02-01,99,99,ROBO A NEGOCIO,SI,28.676541,-106.081964,Villa,24,1,2,Invierno,2015
77106,2015-02-01,99,99,ROBO A NEGOCIO,NO,28.684713,-106.127921,Villa,16,1,2,Invierno,2015
153379C,2015-02-01,99,99,ROBO A NEGOCIO,NO,28.688609,-106.13044,Villa,16,1,2,Invierno,2015
20075SP,2015-02-01,99,99,ROBO A NEGOCIO,NO,28.697533,-106.106675,Villa,17,1,2,Invierno,2015
31777SP,2015-02-01,99,99,ROBO A NEGOCIO,SI,28.607731,-106.09529,Zapata,74,1,2,Invierno,2015
25653SP,2015-02-01,99,99,ROBO A CASA HABITACION,NO,28.74219,-106.122107,Colón,8,1,2,Invierno,2015
30273SP,2015-02-01,99,99,ROBO A NEGOCIO,SI,28.617748,-106.02272,Morelos,55,1,2,Invierno,2015
79075,2015-02-01,99,99,ROBO A NEGOCIO,SI,28.742893,-106.116769,Colón,9,1,2,Invierno,2015
75581,2015-02-01,99,99,ROBO A NEGOCIO,SI,28.673485,-106.029401,Morelos,45,1,2,Invierno,2015
81376,2015-02-01,99,99,ROBO A CASA HABITACION,NO,28.624395,-106.109436,Diana,33,1,2,Invierno,2015
78702,2015-02-01,99,99,ROBO A NEGOCIO,SI,28.702131,-106.14204,Colón,11,1,2,Invierno,2015
24976SP,2015-02-02,99,99,ROBO A NEGOCIO,NO,28.73108,-106.114462,Colón,13,2,2,Invierno,2015
73104,2015-02-02,99,99,ROBO A CASA HABITACION,NO,28.707877,-106.1338,Colón,12,2,2,Invierno,2015
80153,2015-02-02,99,99,ROBO A NEGOCIO,NO,28.644021,-106.111085,Diana,33,2,2,Invierno,2015
32287SP,2015-02-02,99,99,ROBO A CASA HABITACION,SI,28.612167,-106.064171,Zapata,75,2,2,Invierno,2015
66990,2015-02-02,99,99,ROBO A NEGOCIO,NO,28.726733,-106.154881,Colón,6,2,2,Invierno,2015
76860,2015-02-02,99,99,ROBO A CASA HABITACION,NO,28.726758,-106.141304,Colón,6,2,2,Invierno,2015
20196SP,2015-02-02,99,99,ROBO A NEGOCIO,NO,28.636811,-106.090927,Villa,27,2,2,Invierno,2015
80116X,2015-02-02,99,99,ROBO A CASA HABITACION,NO,28.653239,-106.071503,Villa,26,2,2,Invierno,2015
77817,2015-02-02,99,99,ROBO A CASA HABITACION,NO,28.73605,-106.102657,Colón,9,2,2,Invierno,2015
226524C,2015-02-02,99,99,ROBO A CASA HABITACION,NO,28.664131,-106.118634,Villa,21,2,2,Invierno,2015
77760,2015-02-02,99,99,ROBO A NEGOCIO,SI,28.692439,-106.13654,Diana,28,2,2,Invierno,2015
72601,2015-02-03,99,99,ROBO A NEGOCIO,NO,28.671742,-106.086161,Villa,24,3,2,Invierno,2015
76580,2015-02-03,99,99,ROBO A CASA HABITACION,NO,28.618149,-106.117164,Diana,32,3,2,Invierno,2015
016240SP,2015-02-03,99,99,ROBO A NEGOCIO,NO,28.647781,-106.093823,Diana,31,3,2,Invierno,2015
513648SO,2015-02-03,99,99,ROBO DE VEHICULO,NO,28.621865,-106.110913,Diana,33,3,2,Invierno,2015
80502,2015-02-03,99,99,ROBO A CASA HABITACION,NO,28.663095,-106.104051,Villa,23,3,2,Invierno,2015
79034,2015-02-03,99,99,ROBO A CASA HABITACION,NO,28.670434,-106.075853,Villa,26,3,2,Invierno,2015
62333,2015-02-03,99,99,ROBO A CASA HABITACION,SI,28.740143,-106.128362,Colón,8,3,2,Invierno,2015
80154,2015-02-03,99,99,ROBO A NEGOCIO,SI,28.670101,-106.116988,Villa,21,3,2,Invierno,2015
75851,2015-02-03,99,99,ROBO A NEGOCIO,SI,28.647985,-105.986046,Morelos,53,3,2,Invierno,2015
58026,2015-02-04,99,99,ROBO A NEGOCIO,NO,28.640393,-106.074052,Ángel,36,4,2,Invierno,2015
74604,2015-02-04,99,99,ROBO A CASA HABITACION,NO,28.638935,-106.07816,Ángel,37,4,2,Invierno,2015
79651,2015-02-04,99,99,ROBO DE VEHICULO,SI,28.665,-106.131363,Diana,29,4,2,Invierno,2015
36644SP,2015-02-04,99,99,ROBO A CASA HABITACION,NO,28.613411,-106.030513,Morelos,55,4,2,Invierno,2015
172783C,2015-02-04,99,99,ROBO DE VEHICULO,SI,28.65835,-106.111451,Villa,21,4,2,Invierno,2015
81553,2015-02-04,99,99,ROBO A NEGOCIO,NO,28.645359,-106.091936,Villa,27,4,2,Invierno,2015
015863SP,2015-02-04,99,99,ROBO A NEGOCIO,SI,28.628406,-106.086748,Villa,27,4,2,Invierno,2015
524426SO,2015-02-04,99,99,ROBO A NEGOCIO,NO,28.743036,-106.138603,Colón,7,4,2,Invierno,2015
52656,2015-02-05,99,99,ROBO A NEGOCIO,SI,28.700009,-106.131422,Villa,16,5,2,Invierno,2015
75775,2015-02-05,99,99,ROBO A NEGOCIO,NO,28.667238,-105.989675,Morelos,47,5,2,Invierno,2015
45572SP,2015-02-05,99,99,ROBO A NEGOCIO,SI,28.716039,-106.149562,Colón,12,5,2,Invierno,2015
77819,2015-02-05,99,99,ROBO A CASA HABITACION,NO,28.762721,-106.143825,Colón,4,5,2,Invierno,2015
62906X,2015-02-05,99,99,ROBO A NEGOCIO,SI,28.671805,-106.107377,Villa,22,5,2,Invierno,2015
52657,2015-02-05,99,99,ROBO A CASA HABITACION,NO,28.675777,-106.111696,Villa,22,5,2,Invierno,2015
60524,2015-02-05,99,99,ROBO A NEGOCIO,SI,28.64842,-106.011548,Morelos,52,5,2,Invierno,2015
164228C,2015-02-05,99,99,ROBO A NEGOCIO,NO,28.683482,-106.110908,Villa,19,5,2,Invierno,2015
472269SO,2015-02-05,99,99,ROBO A CASA HABITACION,NO,28.587544,-106.03161,Morelos,59,5,2,Invierno,2015
83515,2015-02-05,99,99,ROBO A NEGOCIO,SI,28.663335,-106.103409,Villa,23,5,2,Invierno,2015
22990SP,2015-02-05,99,99,ROBO A CASA HABITACION,NO,28.74562,-106.162615,Colón,6,5,2,Invierno,2015
458250SO,2015-02-05,99,99,ROBO DE VEHICULO,NO,28.641258,-106.087822,Villa,27,5,2,Invierno,2015
69812,2015-02-05,99,99,ROBO A NEGOCIO,SI,28.700244,-106.107318,Villa,17,5,2,Invierno,2015
79626,2015-02-05,99,99,ROBO A CASA HABITACION,NO,28.701771,-106.109371,Villa,17,5,2,Invierno,2015
78678,2015-02-05,99,99,ROBO A NEGOCIO,SI,28.676118,-106.104219,Villa,22,5,2,Invierno,2015
79109,2015-02-05,99,99,ROBO A NEGOCIO,SI,28.698009,-106.143889,Colón,11,5,2,Invierno,2015
75809X,2015-02-05,99,99,ROBO A NEGOCIO,SI,28.636756,-106.039396,Morelos,51,5,2,Invierno,2015
60658X,2015-02-06,99,99,ROBO A CASA HABITACION,NO,28.729008,-106.099624,Colón,14,6,2,Invierno,2015
46097SP,2015-02-06,99,99,ROBO A NEGOCIO,NO,28.738481,-106.124289,Colón,8,6,2,Invierno,2015
60657X,2015-02-06,99,99,ROBO A NEGOCIO,NO,28.73227,-106.13523,Colón,7,6,2,Invierno,2015
46098SP,2015-02-06,99,99,ROBO A NEGOCIO,NO,28.710735,-106.1321,Colón,13,6,2,Invierno,2015
62334,2015-02-06,99,99,ROBO A NEGOCIO,NO,28.740214,-106.123171,Colón,8,6,2,Invierno,2015
149815C,2015-02-06,99,99,ROBO A NEGOCIO,SI,28.776762,-106.168369,Colón,3,6,2,Invierno,2015
46099SP,2015-02-06,99,99,ROBO A NEGOCIO,NO,28.695537,-106.149021,Colón,11,6,2,Invierno,2015
56264,2015-02-06,99,99,ROBO A CASA HABITACION,NO,28.659689,-106.111097,Villa,21,6,2,Invierno,2015
80155,2015-02-06,99,99,ROBO A NEGOCIO,NO,28.660732,-106.096107,Villa,25,6,2,Invierno,2015
72153X,2015-02-06,99,99,ROBO A NEGOCIO,NO,28.638512,-106.076888,Ángel,37,6,2,Invierno,2015
78764,2015-02-06,99,99,ROBO A NEGOCIO,SI,28.621543,-106.051643,Zapata,70,6,2,Invierno,2015
80401,2015-02-06,99,99,ROBO A NEGOCIO,SI,28.698991,-106.101695,Villa,17,6,2,Invierno,2015
83516,2015-02-06,99,99,ROBO DE VEHICULO,SI,28.638724,-106.115316,Diana,31,6,2,Invierno,2015
016241SP,2015-02-07,99,99,ROBO A NEGOCIO,NO,28.651213,-106.087935,Villa,25,7,2,Invierno,2015
67382,2015-02-07,99,99,ROBO A CASA HABITACION,NO,28.731151,-106.096963,Colón,14,7,2,Invierno,2015
77682,2015-02-07,99,99,ROBO A NEGOCIO,SI,28.653124,-106.113749,Diana,31,7,2,Invierno,2015
154821C,2015-02-07,99,99,ROBO A CASA HABITACION,NO,28.603488,-106.090991,Zapata,74,7,2,Invierno,2015
80652X,2015-02-07,99,99,ROBO A NEGOCIO,NO,28.69716,-106.120244,Villa,16,7,2,Invierno,2015
148556C,2015-02-07,99,99,ROBO A CASA HABITACION,NO,28.664873,-105.986,Morelos,47,7,2,Invierno,2015
75435,2015-02-07,99,99,ROBO A CASA HABITACION,NO,28.673563,-106.10543,Villa,22,7,2,Invierno,2015
61043,2015-02-07,99,99,ROBO A NEGOCIO,SI,28.665731,-106.112828,Villa,21,7,2,Invierno,2015
73117,2015-02-08,99,99,ROBO A CASA HABITACION,NO,28.716505,-106.092224,Colón,15,8,2,Invierno,2015
81887,2015-02-08,99,99,ROBO A NEGOCIO,NO,28.632979,-106.123582,Diana,32,8,2,Invierno,2015
67520,2015-02-08,99,99,ROBO A NEGOCIO,SI,28.651406,-106.10528,Diana,31,8,2,Invierno,2015
32012SP,2015-02-08,99,99,ROBO A CASA HABITACION,NO,28.607906,-106.064282,Zapata,75,8,2,Invierno,2015
80970,2015-02-08,99,99,ROBO A NEGOCIO,NO,28.683495,-106.095955,Villa,24,8,2,Invierno,2015
75701,2015-02-08,99,99,ROBO A NEGOCIO,SI,28.610154,-106.035124,Zapata,77,8,2,Invierno,2015
77826,2015-02-08,99,99,ROBO A CASA HABITACION,NO,28.746764,-106.113594,Colón,9,8,2,Invierno,2015
73982,2015-02-08,99,99,ROBO A NEGOCIO,SI,28.613203,-106.032955,Morelos,55,8,2,Invierno,2015
66759,2015-02-08,99,99,ROBO A NEGOCIO,NO,28.650229,-106.111283,Diana,31,8,2,Invierno,2015
79079,2015-02-08,99,99,ROBO A CASA HABITACION,NO,28.782916,-106.167516,Colón,3,8,2,Invierno,2015
80551X,2015-02-08,99,99,ROBO A CASA HABITACION,NO,28.629262,-106.10028,Diana,33,8,2,Invierno,2015
80679,2015-02-08,99,99,ROBO A CASA HABITACION,NO,28.702903,-106.103425,Villa,17,8,2,Invierno,2015
81978,2015-02-08,99,99,ROBO A NEGOCIO,SI,28.690978,-106.114651,Villa,16,8,2,Invierno,2015
33896SP,2015-02-09,99,99,ROBO A NEGOCIO,SI,28.716342,-106.148931,Colón,12,9,2,Invierno,2015
009545D,2015-02-09,99,99,ROBO A CASA HABITACION,NO,28.727435,-106.105546,Colón,14,9,2,Invierno,2015
164221C,2015-02-09,99,99,ROBO A CASA HABITACION,NO,28.667903,-106.13604,Diana,29,9,2,Invierno,2015
45585SP,2015-02-09,99,99,ROBO A CASA HABITACION,NO,28.722523,-106.100262,Colón,15,9,2,Invierno,2015
74777,2015-02-09,99,99,ROBO A NEGOCIO,NO,28.637151,-106.075462,Ángel,37,9,2,Invierno,2015
62217,2015-02-09,99,99,ROBO A NEGOCIO,SI,28.645678,-106.061972,Ángel,40,9,2,Invierno,2015
204482C,2015-02-09,99,99,ROBO A NEGOCIO,NO,28.636702,-106.075161,Ángel,38,9,2,Invierno,2015
009544D,2015-02-09,99,99,ROBO A NEGOCIO,SI,28.74536,-106.161383,Colón,6,9,2,Invierno,2015
464885SO,2015-02-09,99,99,ROBO DE VEHICULO,NO,28.621462,-106.051622,Zapata,70,9,2,Invierno,2015
78609,2015-02-09,99,99,ROBO A CASA HABITACION,NO,28.776367,-106.171264,Colón,3,9,2,Invierno,2015
79192,2015-02-09,99,99,ROBO A CASA HABITACION,NO,28.613901,-106.033729,Zapata,77,9,2,Invierno,2015
75777,2015-02-09,99,99,ROBO A NEGOCIO,NO,28.673391,-105.981269,Morelos,47,9,2,Invierno,2015
66543,2015-02-09,99,99,ROBO A NEGOCIO,SI,28.724731,-106.124715,Colón,13,9,2,Invierno,2015
66535,2015-02-09,99,99,ROBO A NEGOCIO,SI,28.715603,-106.149783,Colón,12,9,2,Invierno,2015
79112,2015-02-09,99,99,ROBO A CASA HABITACION,NO,28.726957,-106.154115,Colón,6,9,2,Invierno,2015
